experiment,"samples=100,val_ratio=10%_accuracy","samples=100,val_ratio=10%_val_loss_mean","samples=100,val_ratio=10%_val_loss_final","samples=100,val_ratio=20%_accuracy","samples=100,val_ratio=20%_val_loss_mean","samples=100,val_ratio=20%_val_loss_final","samples=100,val_ratio=30%_accuracy","samples=100,val_ratio=30%_val_loss_mean","samples=100,val_ratio=30%_val_loss_final","samples=500,val_ratio=10%_accuracy","samples=500,val_ratio=10%_val_loss_mean","samples=500,val_ratio=10%_val_loss_final","samples=500,val_ratio=20%_accuracy","samples=500,val_ratio=20%_val_loss_mean","samples=500,val_ratio=20%_val_loss_final","samples=500,val_ratio=30%_accuracy","samples=500,val_ratio=30%_val_loss_mean","samples=500,val_ratio=30%_val_loss_final","samples=1000,val_ratio=10%_accuracy","samples=1000,val_ratio=10%_val_loss_mean","samples=1000,val_ratio=10%_val_loss_final","samples=1000,val_ratio=20%_accuracy","samples=1000,val_ratio=20%_val_loss_mean","samples=1000,val_ratio=20%_val_loss_final","samples=1000,val_ratio=30%_accuracy","samples=1000,val_ratio=30%_val_loss_mean","samples=1000,val_ratio=30%_val_loss_final",best_dataset_by_min_val_loss
"lr_decay=0.05,batch_size=8,layers=[100,40,15,3]",1.0,0.030352033825227914,0.000730280329994615,1.0,0.02163494608669477,0.00031200404676738543,1.0,0.025056504659067825,0.00028505171508268787,0.98,0.01808501535017151,0.0036990591234651493,0.99,0.017736865149011634,0.0018594648023228459,1.0,0.01954625366644889,0.00037394349313562425,1.0,0.009477708718060515,7.213365222051721e-05,1.0,0.010275637331554177,0.00022628912197599285,1.0,0.011319554394174139,0.00042391276934478826,"samples=1000,val_ratio=10%"
"lr_decay=0.01,batch_size=16,layers=[100,40,10,3]",1.0,0.029759760468660062,0.0002910615662801639,1.0,0.02777387403125307,0.0004982953933643041,1.0,0.05611183235189883,0.014376572758521314,1.0,0.03896466687864363,0.004080964013095793,0.98,0.03654281695376818,0.00419817044382388,1.0,0.03330664399732206,0.0018211532548348386,1.0,0.019400122450873726,0.0007324006311027069,1.0,0.020647001224658266,0.0008600365500441987,0.9566666666666667,0.010561069220895804,0.009697343185921702,"samples=1000,val_ratio=30%"
"lr_decay=0.01,batch_size=8,layers=[100,40,10,3]",1.0,0.02979874077048528,0.0002544207485709111,1.0,0.022297157094336224,0.00022268583729918997,1.0,0.026345168488811174,0.00037414236934770395,0.98,0.021731469596603756,0.0038020400093349187,0.98,0.027997351442869006,0.0039977488017719056,1.0,0.027011086960300856,0.0017069056010936437,1.0,0.01544485944226958,0.0006143002302638225,1.0,0.01218395382326758,0.0007004328248766578,0.9566666666666667,0.011237187875641177,0.012795098095345406,"samples=1000,val_ratio=30%"
"lr_decay=0.02,batch_size=16,layers=[100,40,10,3]",1.0,0.02932840385869151,0.0003653694518299041,1.0,0.02504258366408626,0.0005029178461653306,1.0,0.03529858433760583,0.001767568625046197,1.0,0.03261511057412683,0.0038764128550736105,0.98,0.030137625595526237,0.004017882645958287,1.0,0.03184260637266662,0.0017911042283993274,1.0,0.013954793980027134,0.0006304320841194289,1.0,0.021110140041684957,0.0008667750623636835,0.98,0.022591465087538478,0.0035869469188473837,"samples=1000,val_ratio=10%"
"lr_decay=0.02,batch_size=8,layers=[100,40,10,3]",1.0,0.04385227401465829,0.0012841631672216647,1.0,0.021975577448821025,0.0002525896718120434,1.0,0.02125375206898438,0.00025633505901380643,0.98,0.02528409640953716,0.0036964322602549707,0.98,0.027575980920206827,0.0039894633026069685,1.0,0.02582347027762088,0.001711144377303211,1.0,0.01048654001263563,0.0006852961120691365,1.0,0.013068130138393523,0.0007192470405213271,0.98,0.02914800696771499,0.003926226138385822,"samples=1000,val_ratio=10%"
"lr_decay=0.05,batch_size=16,layers=[100,40,10,3]",0.4,0.11235734342581705,0.10792244326629884,1.0,0.02411435388524842,0.0017398064989274692,1.0,0.07576914540165951,0.04500801515460637,0.98,0.032034543102495046,0.00411523160403198,0.98,0.03501760143712127,0.004278645440983051,1.0,0.031591153221243264,0.0018452314339939587,1.0,0.01901670006084149,0.0007177243769199552,1.0,0.01883856951341787,0.0008261191445368937,0.9866666666666667,0.034176749413648594,0.003932058199308266,"samples=1000,val_ratio=20%"
"lr_decay=0.05,batch_size=8,layers=[100,40,10,3]",1.0,0.027286398332844505,0.0003552466164971956,1.0,0.023718560090723616,0.0005418406924008781,1.0,0.034334118831496147,0.0022102863776832828,0.98,0.0207045528130009,0.0037087456317047374,0.98,0.03104314761355923,0.004066124966471847,1.0,0.027041028769675214,0.0017227189102293466,1.0,0.010824746499944412,0.0006422668627370046,1.0,0.018108079458054253,0.0008143901734820308,0.98,0.01733909270967059,0.003977823500726719,"samples=1000,val_ratio=10%"
"lr_decay=0.01,batch_size=16,layers=[100,40,5,3]",1.0,0.05613937036205421,0.011185171761164027,0.65,0.08540997858711273,0.05884853638569591,0.9,0.06305510559767874,0.030080210536374007,1.0,0.019414080651088832,0.00512811413160346,0.96,0.05455802024753038,0.0177673327035783,0.6533333333333333,0.07896731021825801,0.06336430812137148,1.0,0.023507748842029375,0.0011591788932326646,0.655,0.07062275201157048,0.05521237716380709,1.0,0.02266237113094721,0.0009879465474519702,"samples=500,val_ratio=10%"
"lr_decay=0.01,batch_size=8,layers=[100,40,5,3]",1.0,0.048989130971592444,0.004182983620620239,0.9,0.07702300264331637,0.05714325091704975,0.9666666666666667,0.043679010256518075,0.0089082353171099,0.98,0.01392843992531814,0.005482595673746969,0.97,0.0434820553855021,0.013955178658062388,0.6533333333333333,0.06966091268775142,0.06271659971104243,1.0,0.02087073787509773,0.0006525762917685217,0.975,0.021361904992426486,0.004281700755951571,1.0,0.012642304292685796,0.0013233818698566787,"samples=1000,val_ratio=30%"
"lr_decay=0.02,batch_size=16,layers=[100,40,5,3]",0.9,0.0648472571831129,0.030810374326757633,0.65,0.08431376588966158,0.05885696915620268,0.9,0.06183608453646213,0.02933418102418789,1.0,0.02379933006337895,0.005229420203964809,0.92,0.026980423158133225,0.020548376950353043,0.6533333333333333,0.0700660033112857,0.06271995822520338,1.0,0.021740824752211757,0.0008271114622912753,0.975,0.04025270977839224,0.0053989008948872675,1.0,0.026868350123236774,0.001240224870557385,"samples=1000,val_ratio=10%"
"lr_decay=0.02,batch_size=8,layers=[100,40,5,3]",1.0,0.04531519459139596,0.003049558383207215,0.65,0.090759669533148,0.0613416901708864,0.9333333333333333,0.05057377236015842,0.016501764287362337,0.98,0.012885712190510688,0.005591418179545088,0.93,0.024138814170965157,0.021611670154694344,0.6533333333333333,0.07238422416068142,0.0627579263659462,0.99,0.025754426035272258,0.0015250536364136331,0.975,0.032608422966983845,0.0035856295099309823,1.0,0.017285610262346127,0.000955156811862867,"samples=500,val_ratio=10%"
"lr_decay=0.05,batch_size=16,layers=[100,40,5,3]",0.9,0.06713783104010622,0.04190240585768698,0.65,0.09430939415205103,0.06703655569578901,0.9,0.06581920608554889,0.03705671735063519,1.0,0.018375097507152757,0.005201949371952452,0.93,0.029464827420963468,0.016788945365639407,0.6533333333333333,0.06987870650579919,0.06271953805326913,1.0,0.0180138280398996,0.00035962328359036684,0.975,0.027436477943880787,0.0033303401121714173,1.0,0.02460965669916773,0.001196985642898347,"samples=1000,val_ratio=10%"
"lr_decay=0.05,batch_size=8,layers=[100,40,5,3]",1.0,0.02734135736426693,0.0008047534404467843,0.75,0.07600410312256518,0.057500171823683485,0.9666666666666667,0.042484057236991384,0.013693088780909024,0.98,0.01133765585992996,0.0057563216329149704,0.92,0.028341013526113363,0.01822288821617592,0.6533333333333333,0.0784358270336842,0.06334041052275677,1.0,0.01705603861904338,0.00029609250079195876,0.975,0.02440982846190275,0.003838056333280424,1.0,0.019183811241702223,0.0009362193998188663,"samples=500,val_ratio=10%"
"lr_decay=0.01,batch_size=16,layers=[100,30,25,3]",1.0,0.034647090278833934,0.00047815768673026136,0.3,0.11129120134458581,0.10911115917539654,1.0,0.040832720797825586,0.0011999800676945154,1.0,0.03263633271831591,0.0009997207512365566,1.0,0.021959210144651076,0.0005794708175775536,1.0,0.02312489664105494,0.0004379004987254463,1.0,0.015167122301479425,4.55097342895126e-05,1.0,0.022713973997279584,0.0002493551302443732,0.9966666666666667,0.027993672346234538,0.0007099883166021333,"samples=1000,val_ratio=10%"
"lr_decay=0.01,batch_size=8,layers=[100,30,25,3]",1.0,0.030190337373544086,0.0002451836998368747,1.0,0.026396829800629896,0.00016064644812511166,1.0,0.032194490023376536,0.0003140367501442051,1.0,0.028648685990490957,0.0008084864443410904,1.0,0.017590039041251088,0.0005149344795251833,1.0,0.019464238202661722,0.0003886787796810914,1.0,0.00947210723133307,1.6121905804621614e-05,1.0,0.01663647329485727,0.00014573289951538913,0.9966666666666667,0.017519839527401666,0.0006007944296644261,"samples=1000,val_ratio=10%"
"lr_decay=0.02,batch_size=16,layers=[100,30,25,3]",1.0,0.03266888482573814,0.0005181068696259646,1.0,0.03223774957820238,0.0005444006571835812,1.0,0.039498071802624844,0.0013750593761239767,1.0,0.02875065172352313,0.0008517932239069472,1.0,0.021034478183496352,0.0005728134257547531,1.0,0.02256750108827126,0.0004395945090172753,1.0,0.016072287393793114,5.403779565792236e-05,1.0,0.02149775887826512,0.00022885714701052407,0.9966666666666667,0.02646620171025704,0.0007047499195951168,"samples=1000,val_ratio=10%"
"lr_decay=0.02,batch_size=8,layers=[100,30,25,3]",1.0,0.033254146394406534,0.00041352642969314917,0.3,0.10914149980798388,0.10349070017977005,1.0,0.03151507281289058,0.00034876247177254314,1.0,0.02356224670787787,0.0006399477831919402,1.0,0.01778688060945787,0.0005201571515976645,1.0,0.019649349350120117,0.00039210698880611915,1.0,0.01199881806055593,2.83579746852336e-05,1.0,0.015550692526503948,0.0001342090603536657,0.9966666666666667,0.02021602843905018,0.0006209248870652351,"samples=1000,val_ratio=10%"
"lr_decay=0.05,batch_size=16,layers=[100,30,25,3]",1.0,0.027852973114365062,0.001140487272408629,1.0,0.026765308716541095,0.0012770209829414377,1.0,0.03852416217555199,0.00388832293664824,1.0,0.027436757902925636,0.0008575941859849304,1.0,0.020537488119714228,0.0006004703235177862,1.0,0.022023320522320762,0.0004715522260896362,1.0,0.013193841781856503,3.761121001836162e-05,1.0,0.015832176087945373,0.00014802110634001364,0.9966666666666667,0.02695081758046157,0.000718957573914749,"samples=1000,val_ratio=10%"
"lr_decay=0.05,batch_size=8,layers=[100,30,25,3]",1.0,0.034151152475300026,0.0007099870419276672,1.0,0.02359731349169049,0.000267031353347314,1.0,0.03322067927193525,0.0008519650120923745,1.0,0.024883412108994984,0.0006996789371371675,1.0,0.01884445751873886,0.0005460538623839244,1.0,0.01885403424513838,0.0003970990303768451,1.0,0.010274144610123034,2.106492845085171e-05,1.0,0.013105144509242057,0.00010584757527291465,0.9966666666666667,0.025196471783869398,0.0006673408180611694,"samples=1000,val_ratio=10%"
"lr_decay=0.01,batch_size=16,layers=[100,30,20,3]",1.0,0.028334645686962326,0.00021534873267370396,0.3,0.11369980583289954,0.11268703500097611,1.0,0.026040726552933186,0.0002329687701850538,1.0,0.022273784793211227,0.0011852715400595916,1.0,0.0235344038255979,0.0007490504544447604,1.0,0.01859790614373033,0.00025975114595987316,1.0,0.01320994871075147,7.877907951134626e-05,1.0,0.019395534299914582,0.00011464162231103363,1.0,0.0200739230295787,0.00033172339861031107,"samples=1000,val_ratio=10%"
"lr_decay=0.01,batch_size=8,layers=[100,30,20,3]",1.0,0.02560220209784224,0.00012826839937091209,1.0,0.03052231613919183,0.00019889183522416417,1.0,0.024887171927960226,0.000166971934706806,1.0,0.017518288014347384,0.0011442945328882738,1.0,0.019603234851225487,0.0007085657979151023,1.0,0.015759116550745068,0.00020770951529361644,1.0,0.010745156128584628,6.129090198172156e-05,1.0,0.01466293552723415,6.749292374258951e-05,1.0,0.013988470925532952,0.0002968794556967386,"samples=1000,val_ratio=10%"
"lr_decay=0.02,batch_size=16,layers=[100,30,20,3]",1.0,0.02853179835914543,0.0003076448232876874,1.0,0.08940129677973899,0.05535649692443308,1.0,0.025741971169646268,0.0003318721556229844,1.0,0.021817848774056958,0.0011997076394469639,1.0,0.02275521658537944,0.0007489354045230479,1.0,0.019507299958198793,0.00029354955298416165,1.0,0.015380083310776069,0.00010352965678397133,1.0,0.01847340512829303,0.00010546990110807899,1.0,0.016715893450709604,0.0003103088715915496,"samples=1000,val_ratio=10%"
"lr_decay=0.02,batch_size=8,layers=[100,30,20,3]",1.0,0.026608282835121636,0.00017233172864812557,1.0,0.03468948191172981,0.0004159229655047256,1.0,0.023620616385799032,0.00017516656318408672,1.0,0.017314296915357894,0.0011360271488355218,1.0,0.019522779262521,0.000708952394053797,1.0,0.01516510924152081,0.000203680615878554,1.0,0.009727805917583654,5.259924264716607e-05,1.0,0.015666197000333195,7.757766022548867e-05,1.0,0.01412892366897203,0.0002965729387236816,"samples=1000,val_ratio=10%"
"lr_decay=0.05,batch_size=16,layers=[100,30,20,3]",1.0,0.02338973739227502,0.0006992607187176241,1.0,0.03476457715769119,0.003640064878765043,1.0,0.0222806856079533,0.0011448544273850835,1.0,0.02057158024282633,0.0012261706335068671,1.0,0.022138365880674814,0.0007732327596520687,1.0,0.018540886830239193,0.0003214300755994158,1.0,0.013398264102418416,9.157020879499931e-05,1.0,0.016392256300879038,9.098579528913865e-05,1.0,0.016996448941102995,0.0003201101398201593,"samples=1000,val_ratio=10%"
"lr_decay=0.05,batch_size=8,layers=[100,30,20,3]",1.0,0.02406499152076653,0.00022304092812145987,1.0,0.02852329705745368,0.00042464161315141296,1.0,0.02186993011978174,0.0003090229072622525,1.0,0.017424008680476073,0.0011437387930677144,1.0,0.018662124207871875,0.0007118441533198217,1.0,0.015063649548354553,0.00021811606656216891,1.0,0.010281068018697055,6.021552957193669e-05,1.0,0.015468309624390714,7.830094241283052e-05,1.0,0.01377211244947092,0.0002964297750937229,"samples=1000,val_ratio=10%"
"lr_decay=0.01,batch_size=16,layers=[100,30,15,3]",1.0,0.045640421552135005,0.0024312043217723494,1.0,0.03140529452604991,0.0003203389795583807,1.0,0.07035014417069288,0.040548924646457034,0.96,0.02339711053988859,0.004564336210474913,0.98,0.02267419490961838,0.004012179162213863,0.9866666666666667,0.023139712300010506,0.0018780319780594332,1.0,0.01383983255568054,8.067955622758804e-05,1.0,0.019052872608380896,0.0005243869016522703,1.0,0.023118981315794287,0.00044363751526212565,"samples=1000,val_ratio=10%"
"lr_decay=0.01,batch_size=8,layers=[100,30,15,3]",1.0,0.03732030150847773,0.0009275999724433023,1.0,0.027130438254406725,0.0001605807893844742,1.0,0.041381020458823796,0.001255592086988376,0.96,0.019451431163248316,0.005172903125044878,0.98,0.018888274134642006,0.0041799280865629455,0.9866666666666667,0.01955608147326784,0.0019842728068570933,1.0,0.010735105331808452,5.6187262666616264e-05,1.0,0.017310923501259765,0.0004984016923043477,1.0,0.011811692264441911,0.00029326363176374184,"samples=1000,val_ratio=10%"
"lr_decay=0.02,batch_size=16,layers=[100,30,15,3]",1.0,0.04322531769165589,0.002270307687999304,1.0,0.029132739768657503,0.0003579425272821496,0.7333333333333333,0.07931299991152176,0.04942397446793426,0.96,0.021451626233026273,0.004739580969982666,0.98,0.021682040886746464,0.004031166611176786,0.9866666666666667,0.023139224419775364,0.00186243230951681,1.0,0.012856976903584503,7.433076167708943e-05,1.0,0.01847824933605565,0.0005148202045656274,1.0,0.0231105264657316,0.0004521436332158363,"samples=1000,val_ratio=10%"
"lr_decay=0.02,batch_size=8,layers=[100,30,15,3]",1.0,0.04207283407901485,0.001688494669541662,1.0,0.026758434249253008,0.00018487264038337614,1.0,0.03761099804651275,0.0009329510633659399,0.96,0.019099783502800307,0.005211043363591231,0.98,0.019186646286325784,0.0041634096743693415,0.9866666666666667,0.022072124353604155,0.0019122945138233373,1.0,0.010171522319374949,5.11301776552118e-05,1.0,0.01847879531556333,0.0005223953889723792,1.0,0.01878559356477947,0.00034749040307778837,"samples=1000,val_ratio=10%"
"lr_decay=0.05,batch_size=16,layers=[100,30,15,3]",1.0,0.034172064960430536,0.002074841823886599,1.0,0.025911188586043476,0.001294148603489952,1.0,0.0661460504371677,0.0417746415727696,0.96,0.022322481492408487,0.004391985676541102,0.98,0.02094393034144224,0.003979997285263205,0.9866666666666667,0.021686661717058835,0.0018434651938022796,1.0,0.013065324987240473,8.513339185989327e-05,1.0,0.0207323406955273,0.0006083956656436199,1.0,0.02502034537618387,0.0005518375266222733,"samples=1000,val_ratio=10%"
"lr_decay=0.05,batch_size=8,layers=[100,30,15,3]",1.0,0.036668694059779974,0.0013945550897571449,1.0,0.02336669345698614,0.00025049695215999837,1.0,0.03817760982708622,0.002389785029755158,0.96,0.018462034578886115,0.005083928509168049,0.98,0.018424889522296845,0.00415565175184143,0.9866666666666667,0.019055606823802505,0.001954191374015716,1.0,0.01058238932738754,5.757504864567421e-05,1.0,0.018274703935669382,0.0005432453719457816,1.0,0.018228471268937993,0.0003452251709348336,"samples=1000,val_ratio=10%"
"lr_decay=0.01,batch_size=16,layers=[100,30,10,3]",1.0,0.032314662318015365,0.00031436773500270667,1.0,0.053853296552424684,0.004029623832662057,1.0,0.043367875452980195,0.0030122976250331938,0.98,0.020216189407278578,0.003475851024419013,1.0,0.020731652833907793,0.0002646394413789082,0.9866666666666667,0.028675168718484075,0.00301063647834419,1.0,0.020151304071322138,9.553397241560347e-05,1.0,0.022589141012965063,0.0025399105458095467,0.9966666666666667,0.029517157895308416,0.0011861163481290524,"samples=1000,val_ratio=10%"
"lr_decay=0.01,batch_size=8,layers=[100,30,10,3]",1.0,0.027672996387032297,0.00017031025898659483,1.0,0.043282956690900924,0.0010396824214817994,1.0,0.032520566756641514,0.0007456804904588685,0.96,0.01639891959531957,0.005965349959460944,1.0,0.01891441106253767,0.00023359636875345193,0.9866666666666667,0.031084738622222836,0.0030891760596642535,1.0,0.01488576536171475,4.131534002887291e-05,1.0,0.02383558553730672,0.0025070947938039753,0.9966666666666667,0.024167722699589677,0.0011831094076495535,"samples=1000,val_ratio=10%"
"lr_decay=0.02,batch_size=16,layers=[100,30,10,3]",1.0,0.03015203320847468,0.0003532131779634953,0.9,0.09034670197222186,0.05663785129916863,1.0,0.04122697610650374,0.003126089259568097,1.0,0.02370107708970281,0.0028822586148937847,1.0,0.02054149670555054,0.00027390959111305566,0.9866666666666667,0.029955892151797905,0.0030491838795053024,1.0,0.020616667309656733,0.00010765640089897393,1.0,0.025364420003095703,0.0025328640100312355,0.9966666666666667,0.026099645620457048,0.0011750315755285796,"samples=500,val_ratio=20%"
"lr_decay=0.02,batch_size=8,layers=[100,30,10,3]",1.0,0.02797431730544981,0.00020434312530853146,1.0,0.05047545156986849,0.0027960094800136516,1.0,0.035972728660612026,0.0013387926320262502,0.96,0.016306625854922933,0.005748968441373333,1.0,0.01911595169029891,0.00024094676601974933,0.9866666666666667,0.021374104780604267,0.003086907530244106,1.0,0.01782327494602921,7.08797954828229e-05,0.99,0.017868033292343998,0.0027645106292233895,0.9966666666666667,0.013041346918352122,0.0015317289654803111,"samples=1000,val_ratio=30%"
"lr_decay=0.05,batch_size=16,layers=[100,30,10,3]",1.0,0.02488958283172695,0.0010011488337731242,0.95,0.0857927654679219,0.055722876671329476,1.0,0.0514914820507189,0.016633528404509806,0.98,0.019839235720435233,0.003656468508106394,1.0,0.020386096650039078,0.00032038474510114506,0.9866666666666667,0.028820335607230487,0.003071770363709707,1.0,0.020315675344641702,0.00011342930071289663,1.0,0.02502274836191942,0.0025500364194853574,0.9966666666666667,0.021203431913075804,0.001218800898335534,"samples=500,val_ratio=10%"
"lr_decay=0.05,batch_size=8,layers=[100,30,10,3]",1.0,0.025517634009780632,0.00028884461471271087,1.0,0.04258895085509947,0.0023579511868425554,1.0,0.02786093372564279,0.0010532008408379759,0.96,0.017090189814943566,0.004838292003347055,1.0,0.016753170109985824,0.00022273907129074372,0.9866666666666667,0.02371889090519468,0.0030178504178947933,1.0,0.018337934762714305,8.41738759418466e-05,0.99,0.018756202646972555,0.002663895833492275,0.9966666666666667,0.011911328790442356,0.0015743967381879396,"samples=1000,val_ratio=30%"
"lr_decay=0.01,batch_size=16,layers=[100,30,5,3]",1.0,0.045089390289847285,0.0044968477863353735,0.65,0.08811184677237312,0.06070055100689971,0.7,0.082948232569759,0.05442652083322264,0.94,0.022428942609753158,0.018633231309597445,0.95,0.0253870123558251,0.015532849994868462,1.0,0.025975865026010382,0.003408037867155338,0.99,0.005180409650468755,0.0032644896307000323,0.99,0.01709529958356684,0.002917265843462745,1.0,0.03816384997517039,0.005139430631204046,"samples=1000,val_ratio=10%"
"lr_decay=0.01,batch_size=8,layers=[100,30,5,3]",1.0,0.058932965485197025,0.010868420032957023,1.0,0.03929509948441718,0.0051266926512423955,0.7333333333333333,0.077721629076611,0.05329368624440442,0.94,0.02268891770963223,0.01859102382497211,0.95,0.024453370352694632,0.013375042935086574,1.0,0.02616618742705547,0.0034054454087685073,0.99,0.00762662278620639,0.0032461964773542744,0.965,0.008830734862096751,0.010050844071818919,0.96,0.00740350921392927,0.00962037556805357,"samples=1000,val_ratio=30%"
"lr_decay=0.02,batch_size=16,layers=[100,30,5,3]",1.0,0.0443842723729119,0.00484244307963098,0.65,0.0872085220667366,0.06056305194153184,0.7,0.08483807201704309,0.05519221922583945,0.94,0.030254002859808688,0.015237890199954116,0.92,0.03397846187859909,0.02254954529123877,0.9866666666666667,0.04822789232076719,0.0073164579542893985,0.99,0.006724935806559588,0.0032472540565800664,0.995,0.012573038638237532,0.002082391330992356,1.0,0.03508961215886101,0.004815718013643496,"samples=1000,val_ratio=10%"
"lr_decay=0.02,batch_size=8,layers=[100,30,5,3]",1.0,0.05423773481424187,0.008536215254942093,0.65,0.07857820016891345,0.05886188930712258,0.7666666666666667,0.066887346095586,0.0500365301680629,0.94,0.020368988424803225,0.018656025369228148,0.94,0.02444971993925625,0.015243247869381598,1.0,0.03593316227926194,0.004298617607522133,0.99,0.005353668538654432,0.003262328144428772,0.975,0.008330455556312791,0.006923068961570905,0.9966666666666667,0.009371375817495847,0.0013684543663778945,"samples=1000,val_ratio=10%"
"lr_decay=0.05,batch_size=16,layers=[100,30,5,3]",1.0,0.041805098811592084,0.007223848151454098,0.65,0.07607052696665076,0.05897434575771058,0.7,0.0789705135814039,0.05440554435210832,0.94,0.0265338572179813,0.016800367225555446,0.91,0.03303689212437919,0.024571018875948272,0.9866666666666667,0.04464891071641623,0.006863699027735446,0.99,0.023552961854344263,0.002272091545509058,0.99,0.023252363418738167,0.003173763524742464,1.0,0.030108744076850352,0.004396949294262126,"samples=1000,val_ratio=20%"
"lr_decay=0.05,batch_size=8,layers=[100,30,5,3]",1.0,0.04193920670694252,0.0047158808381556365,0.65,0.0771730326146446,0.058847014200366685,0.7333333333333333,0.0785081478848148,0.05370165461080598,0.94,0.019878606615275952,0.018572507129433924,0.94,0.02339940966427303,0.015338539496593456,1.0,0.030449796698880427,0.003948253772885309,0.99,0.0044965456901644085,0.0032611338660911665,0.99,0.02346901237894672,0.003043629797870792,0.9966666666666667,0.012229066064249613,0.001688909350119484,"samples=1000,val_ratio=10%"
"lr_decay=0.01,batch_size=16,layers=[100,20,25,3]",1.0,0.03126501909246788,0.0003343318172303887,1.0,0.09042061535058081,0.05492632395350396,0.9,0.08173383902673687,0.051779436954416495,1.0,0.02068187992930212,0.0005477681908141932,1.0,0.03203445654186232,0.0011878798700702042,1.0,0.03003946275582247,0.0010091964792172147,1.0,0.01950775891776879,4.812212136779666e-05,1.0,0.017196963039079822,0.00027153969455573444,1.0,0.022371435109583455,0.00031914043845388863,"samples=1000,val_ratio=20%"
"lr_decay=0.01,batch_size=8,layers=[100,20,25,3]",1.0,0.025346965767932002,0.00013374242301293323,1.0,0.02929256697084657,0.00016128055427113116,1.0,0.04190931633248142,0.0009947408829709453,1.0,0.016663362327710023,0.0004642561066820198,1.0,0.024009301251301074,0.0008235618125245269,1.0,0.02331155190492442,0.0007296959169086261,1.0,0.016384063664100484,3.181272776400584e-05,1.0,0.012830325215005378,0.0002236771623656126,1.0,0.019513290418214355,0.00026707693503044553,"samples=1000,val_ratio=20%"
"lr_decay=0.02,batch_size=16,layers=[100,20,25,3]",1.0,0.02901795486042164,0.0003470205550931738,1.0,0.03140417990621864,0.00040464042853175636,1.0,0.03956498597360913,0.0013948217410965414,1.0,0.02019983745880598,0.0005731365840896279,1.0,0.031260090079217116,0.001172337239520236,1.0,0.02903098073733905,0.000994398775772286,1.0,0.020208738057843352,5.5456115757175146e-05,1.0,0.01639569659207701,0.00026567514475524647,1.0,0.019659446707835145,0.00027168343617745374,"samples=1000,val_ratio=20%"
"lr_decay=0.02,batch_size=8,layers=[100,20,25,3]",1.0,0.02510908290650687,0.00015337076949186558,1.0,0.029973342648669115,0.00021767140191799594,1.0,0.035866638512105684,0.0005018971901638875,1.0,0.017183421561019784,0.000465089120047851,1.0,0.02401323470876186,0.0008273608980696591,1.0,0.031128296259865816,0.0010806541152852144,1.0,0.018975473907109082,4.8564375347055e-05,1.0,0.01352658539795971,0.0002335114903571164,1.0,0.01803664441632995,0.0002473448602385955,"samples=1000,val_ratio=20%"
"lr_decay=0.05,batch_size=16,layers=[100,20,25,3]",0.9,0.08523149958028772,0.0491648117263407,1.0,0.07562046364783433,0.04503540261862122,1.0,0.08424381838793639,0.053545076753104125,1.0,0.019776276344072544,0.0006708072084624664,1.0,0.03117035509804589,0.0012751390772540732,1.0,0.02398008957039585,0.0008852333831775173,1.0,0.02103377980512449,6.901237943576054e-05,1.0,0.018272833512102522,0.00030648124735525064,1.0,0.017831143343113413,0.00026084204437876125,"samples=1000,val_ratio=30%"
"lr_decay=0.05,batch_size=8,layers=[100,20,25,3]",1.0,0.023657080040934277,0.00023400323804347682,1.0,0.025890339517771213,0.0003149071638660882,1.0,0.031162149291883098,0.0008302789768022273,1.0,0.01688223111528967,0.00047909671812402236,1.0,0.024600606762899015,0.0008879764946665032,1.0,0.02179189008628331,0.0007327214304396679,1.0,0.01710023360722894,3.7683593176356685e-05,1.0,0.012819502765482986,0.0002269985210897285,1.0,0.014343540779389529,0.00019705029926873704,"samples=1000,val_ratio=20%"
"lr_decay=0.01,batch_size=16,layers=[100,20,20,3]",1.0,0.06848320175636244,0.04203870251596335,1.0,0.0853914708041345,0.055969625656272025,1.0,0.03133467132796485,0.000257228137371472,0.96,0.021271611195196632,0.004063020186067915,0.99,0.022144027579682247,0.0018951682987452501,0.9866666666666667,0.020968735465684934,0.0019322418839790995,1.0,0.028554720173718896,0.0005257167062137802,1.0,0.020409823618835587,0.00012815195190867446,0.9966666666666667,0.028649791506278187,0.0006671478824259709,"samples=1000,val_ratio=20%"
"lr_decay=0.01,batch_size=8,layers=[100,20,20,3]",1.0,0.028438380260361606,0.0004177999294435752,1.0,0.04711432401648884,0.003896702045469998,1.0,0.0305252443959572,0.00019103607762516346,0.96,0.01821333085009613,0.0042903243600670524,0.98,0.018614940678271297,0.0021098729386136677,0.9866666666666667,0.01799821935327889,0.0020470060393073387,1.0,0.013511971024611021,0.0001605085075223013,1.0,0.01042297301167118,2.48143334763163e-05,0.9966666666666667,0.0201151604976139,0.0005688622644670337,"samples=1000,val_ratio=20%"
"lr_decay=0.02,batch_size=16,layers=[100,20,20,3]",0.4,0.10725081273438268,0.10612525716026622,1.0,0.07982082800721405,0.05360649305726512,0.8666666666666667,0.0750971237351041,0.046059866903490586,0.96,0.021077416655072633,0.004087583385927406,0.99,0.02179443950043677,0.0018797817472223925,0.9866666666666667,0.02058177745639489,0.001917182719507579,1.0,0.015295172800986606,0.00018651699132592983,1.0,0.01474503214861224,5.648111078150095e-05,0.9966666666666667,0.026067443433957595,0.0006280239751298943,"samples=1000,val_ratio=20%"
